ig_book,ig_no,phi_no,header,location,tqp,taq,cross_cen,tpq_bce,taq_bce,tpq_cen,taq_cen,analysis_cen,text
IG II²,1303,3517,"[ ]
Att. — stoich. 40-44 — post 220-19

See also:
I.Eleusis 207SEG 25:157",Eleusis,220,219,FALSE,TRUE,TRUE,300,300,300,"[]εν Αθηναι[]οις τεταγμε[] κα[] Πα[]ωι και Φυλ[]ειδη Θεοφραστος ευνο[] ων διατε[]ημωι []ηναιων και ει[] οσας επ[]ελει[]ς [] []αρ[]λως και ενδοξως αυτ[]ς []ξηχε κ[]? ․․․․μεν χειροτονηθει[] γυμν[]σιαρχος εις τον εν[][]ν επ’ Αντι[]ιλου []οντο[]α τε κατα τ[] γυμν[] ․․․․․․․․ ε[]τακτως και ακολουθως τοις νομοις — ․․․․․․μης εθηκ[], τους δε κ․․․κοντας κα․․δ — — []ει Πτολ[]μαιωι ․․․․․․εισ․․․․ τοις ατ — — ․․․․․․․οις των []ισκων []λοτιμουμ[]ος — — ․․․․․․․ του δημου προαιρε[]ι τιμαν — — — []τονηθ[]ις δε και ιππαρχ[]ις τον []υτον τ[] []ενε[]του αρ[]οντος ε[]ληθη το․․․οι․ο — ․․․․․․ντος ιππ[]ρο[]ω[] το[] οπ[] []υασμενο ․․․․․․․․εν δε κα[] []οις ․․․․․․ισκ․․την․․․․․․πε․εσ․․․․οις εξ — — ․․ου․․․․․․․τα․․․τα․․ο․․․․λειπ․․․․․αθα — ․ιδο․․․․․․ και [] ταυτα υ[] τη[]λης και το[] []ημου και των ιπ[]εων εστεφ[]αι· []ασταθεις []ε []τρα[]πι τ[]ν []ωραν []ινο[] εις τ[][]τον τον επ[]λλα[]τος []ς τε τω[][]λ[]"
IG II²,1304,3518,"[ ]
Att. — non-stoich. 43-53 — p. post 211/10 a.

See also:
I.Eleusis 211",Eleusis,211,210,FALSE,TRUE,TRUE,300,300,300,"θεοι εδοξεν Αθηναιων τοις τεταγμε[]ς ε[]σινι και Πανακτωι κ[] Φυλει και τοις υπαιθροις· []ιδη Δ[]αινετος διατελει ευνους ων τωι δημωι και εις []ας αυτον λ[]ουργιας κεχειροτονη κεν καλως και ενδοξως εξηχεν και προς τ[]ο κοινον των Αιτωλων πλεονακις επρεσβευσεν, []μοιως δε και π[]ς τον βασιλεα Φιλιππον, οπως αν παρ εκατερων τωι []ημωι η τε φιλι[]αι η ειρηνη διατηρηται και μηδ υ[] ενος περι[]πωμενη η πολις []ποκατασταθει εις την εξ αρχης ευδαιμονιαν, ουτε κακοπα[]αν ουδεμιαν ουτε κι[]δυνον υποστελλομενος αλλα και λογωι κ[]ι εργωι τα συμφεροντα πραττων τει πατριδι, ανθ ων αυτον ο δη[]ος επεινεσεν τε πλεονακις και εστεφανωσεν χρυσωι στεφανωι, χαριν αξιαν αποδιδους []ν ε[]εργεσιων των εις εαυτον· χειροτον[]θεις δε στρατηγος επι την χωραν την επ Ε[]υσινος το μεν []αιρεφωντος αρχοντος καλως κα[]ως αυτου εξ[] την []ις τε νομοις []λουθως [] τοις ψηφισμ[] πασαν προνοιαν π[]ουμενος [] επιμ[]ειαν του []θ[]υ αδικημα μητε ε[] τει χωραι μ[] εν τοις φρουριοις γε[]· ωσαυτως δε και πα λιν χειροτ[]ηθεις το δευτερον επι []την χωραν επι Διοκλεους αρχ[]ντος διετελεσεν υπερτιθε[]νος εαυτον τει τ[] προς την φυλακην επιμελειαι και τει π[]ους υφ εαυ[]ταγμενους []λοτιμιαι· χειροτονηθεις [] και το τριτον στρατηγος επι τη[] χωραν την επ Ελευσινος ε[] Αισχρωνος αρχοντος της τε []λακης εφροντισεν της χωρ[]ς κ[]ι των φρουριω[] καθαπερ []ν τοις ενπρο[]θε χ[]ονοις· γινομενης δε και της πανη[]ως των Ελευσ[]νιω[] τωμ μεγαλων εν τοις ετεσιν οις εστρατηγηκεν, εθυσεν ταις θεαις μετα των εξ Ελευσινος περι τ[]ς του δημου σωτηριας· επεμεληθη δε και της των μυστηριων []ετης καθ εκαστην στρατηγιαν, οπως μετα πασης ασφαλε[] συντελεσθει· διετελεσεν δε και προς τους υφ εαυτον []γμενους των πολιτων ισον αυτον παρασκευαζων εν πα[]ι 〚και〛 αδωροδοκη[]ον· επεμεληθη δε και της των ο[]ιαδοσεως, σιτον τε παρατιθεμενος εξ ετοιμου ο[]ωσιν ως λυσιτελεστατ[]ν, και εν πασι τοις ετεσι[]τοις προδιδους αργυριον εις εσθητα, αει προνοουμενο[]ων υφ αυτον τεταγμενων της ευσχημοσυνης, και εις ταυ[]α ουκ ολιγα εκ των ιδιων αναλισκων, και κοινει πασιν ευχρηστων και ιδιαι εκαστου φροντιζων· οπως αν ουν και Α[]ηναιων οι τεταγμενοι εν τοις φρουριοις φαινωνται τιμωντες τους εις τον δημον φιλοδοξουντας και εις εαυτους φιλοτιμουμενους, αγαθει τυχει, δεδοχθαι τοις τετ[]γμενοις των πολιτων εν Ελευσινι και Πανακτωι κ[]λει και τοις υπαιθροις, επαινεσαι Δημαινετον Ερμ[]ς Αθμονεα και στεφανωσαι αυτον χρυσωι στεφανω[] τον νομον και εικονι χαλκει, και στησαι αυτην εν [] αυλει του ιερου· αναγορευσαι δε τον στεφανον τουτ[]ν Αλωιων τωι πατριωι αγωνι· της δε ποιησεως της εικο[]ος και της αναγορευσ[]ως επιμεληθηναι τον γραμματεα και τον ταμιαν και τους ειρημενους οιδ ειρεθησαν επι []ην αναθεσ[]       της εικονος· []ειτοφων Ιφιστιαδης, Ξ[]νοφων Βερενικ[], []ης Παιανιευ[]νδρος Τυρμε[]        {²   :}²             Αθη[]ιων οι τε             τ[]μενοι εν Ε           λευσ[]νι και οι υπαι             θροι Δημαινετον             Ερμοκλεους Αθμο             νεα στρατηγησαν            τα εφ εαυτων τρις                 {² }²    Αθηναιων οι τεταγμενοι εν Πανακτ[]ι  Δημαινετον  Αθμονεα   Αθηναιων οι τεταγμενοι επι Φυλει Δημαινετον Αθμονεα"
IG II²,1304b,3519,"[ ]
Att. — non-stoich. — p. ante 200 a. — IG II² 1304b Add. (pt. 1.2 p. 672)

See also:
I.Eleusis 184",Eleusis,NA,200,NA,TRUE,TRUE,NA,200,200,"[]ατης ταμι[]ρα[]ω[]ν ενιαυτον τον επι Φιλινου αρχοντος αρχ[]ι την αρχην ακολουθως τοις τε νομοις κ[] τοις ψηφισμασιν της τε βου λης κ[] του δημου, διατελει δε και των πολιτων το[]ς τετα[]μ[]νοις Ελευσινι χρειας παρεχομενος και κοινει και ιδ[]αι, καθ’ ο αν τις αυτον παρακαλει, αγαθει τυχει δεδοχθαι των πολ[]των τοι[] τεταγμενοις Ελευσινι επαινεσαι []ωσικρατην Μιλτιαδου Σφηττιον και στε[]ωσαι αυτον χρυσωι στεφανωι κατα τον []ον αρετης ενεκεν και ευσεβειας της εις [] θεους και ευνοιας και φιλοτιμιας της ε[]ους, και ανειπειν τον στεφανον Αλοιω[]ριωι αγωνι αναγραψαι δε τοδε το ψη[] λιθινει και στ[]σαι εν τωι ιερω[]ναγορ[]υσεως του στ[] στηλης επιμ[]ους αιρεθεν[]πιγενης"
IG II²,1305,3520,"[ ]
Att. — non-stoich. 38-42 — fin. s. III a.?

See also:
I.Eleusis 197",Eleusis,250,201,FALSE,TRUE,TRUE,300,300,300,  θε[] []δοξεν Αθηναιων το[] τε[]αγμενοις Ελευσ[]νι κ[] []ανακτωι και Φυλη[] τοις ο[]κουσιν τωμ π[]λ[][] Ελευσινι· []πιμαν[] Να[]κ[]ατου Κοθωκιδ[][]· επειδη Θρασυκ[]ι τημ πασαν φιλ[][]ιουμενος ε[]ηναιων κ[][]ειας παρεσχ[]μα υιον — — — — — — — — εν πασηι — — — — — — — — — — — — — — — — — — — — — — — ος χειρο[] []τονηθε[]
IG II²,1306,3521,"[ ]
Att. — non-stoich. — fin. s. III a.?

See also:
I.Eleusis 198",Eleusis,250,201,FALSE,TRUE,TRUE,300,300,300,[]το[] αρχ[] [] τοις τε[] []ς υπαι[] []λλα παν[] — — — — — — — — — εν του[] []αρασ[] — — — — — — — — λαχουσ — — — — — — — — — — — — — — — — — — — — — — — — — — ν  επιμελ[] — — — — — — — ι των προσκ — — — — — — — — — — — — — — — — — — — — — — — — — εμους τοι — — — — — — — — — — — — — — — — — — — — — — — — — ηθεισιν οπο — — — — — — — — — — — — — — — — — — — — — — — — — — ναι επαινε[] — — — — — — — και ευθυν[] — — — — — — — λυωντα — — — — — — — — — — — — — — — — — — — — — — — — — — ονουν — — — — — — — — — — — — — — — — — — — — — — — — — — — — των — — — — — — — — — — — — — — — — — — — — — — — — — — — ω — — — — — — — — — — — — — — — — — — — — — — —
IG II²,1307,3522,"[ ]
Att. — non-stoich. — c. fin. s. III a.

See also:
I.Eleusis 205",Eleusis,250,201,FALSE,TRUE,TRUE,300,300,300,[]δοξεν Αθηναιω[] νυμου Ιφιστιαδ[] αυτον ο δημος ε[] κατασταθεις φυ[] των ιδιων ου[]
IG II²,1321,3537,"[ ]
Att. — non-stoich. — fin. s. III a.?

See also:
I.Eleusis 230",Eleusis,250,201,FALSE,TRUE,TRUE,300,300,300,— — — — — — — — — — — αν․․․․ — — — — — — — — — — — ητα․․․․ — — — — — — — — — — — ευχ․․․․ — — — — — — — — — — την χ․․․․            []μηδην ․․․ — — — — — — — — — — ⁷ και τηι ⁷ []εφανωι ω․ []κεχωρησθ[] — — — — — — — — — ην του να․․ — — — — — — — — — ης  καθοτι α․ — — — — — — — — — την επ’ ιερα  []ριου Αμαξαν[]ιδη δε συμ[]οι τωι θρ
IG II²,1363,3579,"[ ]
Att. — non-stoich. — init. s. III a.?

See also:
SEG 25:168I.Eleusis 175SEG 23:80",Eleusis,300,250,FALSE,TRUE,TRUE,300,300,300,"         ․․․․Ιν εις Ελευσινιο[]       πενπτει ισταμενου       ιεροφαντηι και κηρυκι       ε[]ς αριστον την εορτην       προαγορευουσιν των 𐅂ΙΙΙ Προηροσιων       εβδομηι ισταμενου  ΔΔ Απολλωνι Πυθιωι []ιξ       και τα εφ’ ιεροις, προγονον       και τα μετα το[]του       τραπεζαν κοσμησαι       τωι θεωι ιερεωσυνα ιερει       — — — — — — — — — — — —       ιε[]φαντηι και τα[]ς       ιερειαις ταις [] Ελ[]υσιν[]       εν τει πανν[]χ[]δι       παρεχειν σπονδ[]       ψαιστα και ․τ — —   ΔΔ      ιε[]      τελ — — —      Ποσ[]      πελα[]      ι․λε․σ — —          προς []ο μεγαρον   Δ ει[] απομετρα τηι ιερειαι       τηι του Πλουτωνος ιερειαι       — — — σ․․ΛΣΑΣ τοιν Θεσμο[]       — — — — — — υ κανουν       — — — — — — ς ξυλα επι βωμον και — —"
IG II²,1540,3757,"[ ]
Att. — stoich. — ante med. s. IV a.

See also:
I.Eleusis 137",Eleusis,NA,350,NA,TRUE,TRUE,NA,400,400,[]υστας — — — — — — — — — — — ας συνε — [] θεοιν π — — — — — — — — — — — — — αι το ιε[]ιθινω ε — — — — — — — — — — — — την κλ[]𐅂𐅂𐅂𐅂ΙΙΙ — — — — — — — — — — — ΔΔΔΔ υ — []τος ανα[]εν το ε — []ταθμο[]ο απεκ — — — — — — — — — — — — — — αργυρ — — — — — — — — — — — — — — ν οσωι — — — — — — — — — — — — — α προς — — — — — — — — — — — — του αρ — — — — — — — — — — — — — — υτ․․․ — — — — — — — — — — — — — ․σ․․․ — — — — — — — — — — — Ο⁷Κ𐅅⁷․․ []τιτε[]ωι ․․ — — — — — — — — — 𐅂Ι𐅁· ετερον υ[][]αν αγοσαν []ταθ[][]ον ΗΗΗΗΔΔΔ𐅂[]ΙΙΙ· ετ[][]ΙΙΙΙΙ· χερνιβε[]ον α[][] συν καττιτ[]ρωι 𐅂 — — — — — — — ν αργυριο 𐅄 τ[]? πομπ[]α․․ι κ[]ναρχ[]ιεμι — — — — — — — — — — — — — εξαι — — — — — — — — — — — — — — ικατ []ροφα[]ησαο — — — — — — — — — — — — — — νεσο — — — — — — — — — — — — — — ποντ — — — — — — — — — — — — — τοιν θ[] βολης — — — — — — — — — — — — — λωσα — — — — — — — — — — — — — τας θ — — — — — — — — — — — — — — — αιτο — — — — — — — — — — — — — ⁷𐅂𐅂𐅂𐅂ΙΙΙ — — — — — — — — — — — — — — ισυκ — — — — — — — — — — — — — 𐅂 τοτ — — — — — — — — — — — — — — τωι ν — []ερο ε — [] βωμον τ[]ουτω[]νι και υπ[]ρετηι []εφυπαν εξεργασ[]ι εξεργασαμεν[]ΔΔ κατα ψηφισμ[]νι ΗΔΔ επι Φορμ[]τα τας συγγραφ[] πασας και τας τ — — — — — — — — — — — ⁷τον ποιησαντ[]αι αλειψαντι []ηραντι και κα — []θος Δ𐅃𐅂· τους σ — — — — — — — — — — — — 𐅃· ιερεαι καλ[]ιοις ΔΔ𐅂𐅂· αρ — []μματει μισθ[]ρκωνι Δ𐅃𐅂ΙΙΙΙ []ηφισμα βολη[] κατα ψηφισμ[]⁷ΣΤΕΙΣΙΚΙΛ — — — — — — — — — — — εξεργασαμ[]                         
IG II²,1541,3758,"[ ]
Att. — non-stoich. 37-40 — 357/6

See also:
I.Eleusis 140",Eleusis,357,356,FALSE,TRUE,TRUE,400,400,400,"θεοι ταδε παρεδωκε Λεπτινης εκ Κοι τοις ταμιαις των αλλων θεων Χαιρεστρατωι Κολλυτει και συνα[]χουσι επι Χαρικλειδου αρχοντος, οι δε ταμια[] τοις επισταταις Αμφικτυονι Αφιδναιωι και συνα ρχουσι, οι δ’ επισταται τοις επισταταις Νικοδημωι Αθμονει και συναρχουσι επι Ελπινου αρχοντο[]· κανα χαλκα δυο υγιη· ετερα κανα πεντε χαλκα ποδος ενος δεοντα· ηθμοι 𐅃Ι· κυαθοι τετταρες, ο εις κατεαγως· χυτριδια μικρα 𐅃Ι· ζωμηρυσεις 𐅃Ι· κρηστηριον· πινακες δυο χαλκοι· σφαγειον· λοιβιδες ΙΙ· οινοχοαι ΙΙΙΙ· ημιχουν, χους χαλκα· κρηστηριον κατεαγος· καδοι ΙΙ ου στεγοντες· κρεαγρια ΙΙ κατεαγοτα· κοτυλος ου στεγων· ψυκτηριον μικρον ουχ υγιες· λαμπαδειον· χειροπεδαι· στλεγγις χαλκη· λεβητια ΙΙ, το ετερον ου στεγον· εχινο[]· ωτα ΔΙΙ χαλκα· στυρακιον λονχιου· υδριαι ΙΙΙ, η μι[]υκ εχουσα πυθμενα· λυχνεια ΙΙ σιδηρα· ποδανιπ[]ρες ΙΙΙΙ, εις πυθμενα ουκ εχων· οβελισκοι ΔΔΙ επ[]ρον ποδα ουχ εχ[]ν· κραδευται 𐅃Ι ․․․․․․․․․․․․․․․․․․․․․․αι· ποδανιπτηρ — ․․․․․․․․․․․․․․․․․․․ κλεις αναπαιστος  κ[]ους λιαν εντατοι· ετερ[]υς λιαν εντατοι· ετεραι [] εντατοι· ετεραι κλιναι το[] ΔΙΙ· επικλιντρα 𐅃ΙΙ· τραπε[]ΙΙ· ετερα τραπεζεια ΙΙ κατεαγ[]ων ΙΙΙ· κλισμακιον μικρον· σκ — []κτηριον· καρδοποι δυο, η μια — — —             "
IG II²,1542,3759,"[ ]
Att. — stoich. 39 — med. s. IV a.

See also:
I.Eleusis 149",Eleusis,375,325,FALSE,TRUE,TRUE,400,400,400,"․․․․․․․․․․․․․․․․․․․․․ΙΑ — — — — — — — — ․․․․․․․․․Ι φιαλη αργυ[]α χρυσομ[][]νακειμενη ⁙ ασπιδισκη χρυσ[] []ο χρυσω και []γματε δυο· δακτυλιω Ι[] []διω δυο και δακτυλιω δυο, λευκου χρυσιο[][]ρον· χρυσιον αργυριωι δεδεμενον, τουτων σ[]ον 𐅃𐅂𐅂𐅂ΙΙΙΙΙ𐅁 ⁙ ετερα χρυσια· μηνισκω δυο· δ[][]ιοι απειρονες τρεις· δακτυλιο[] κατεαγως· [][]ω απυρω δυο· χρυσιω λευκω δυο, τουτων σταθμ[] []ΙΙ ⁙ αργυριου νομισμα ΔΔΔ𐅂𐅂ΙΙΙΙ𐅁 ⁙ ασημο[]υριο σταθμον Δ𐅃Ι ⁙ εσχαρις αργυρα, σταθμον ․․․․ 𐅂𐅂ΙΙΙΙ ⁙ σφραγιδε ιασπιδε χρυσιωι δεδεμε[][]ραγιδιον βασανιστον χρυσιωι δεδεμενον· σ[][]ω δυο χρυσιωι δεδεμεν[]φραγι[] αρ[]υριωι δε[]μενη· σφραγιδες λιθιναι αδεσμοι 𐅃ΙΙ· []ν[]ξ απυ․․ ν ο επι πετραν· στλεγγιδιον επιτηκτον κατεαγο[] και ετερον στλεγγιδιον ⁙ χαλκωματα· ποτηριον ανευ ωτος· σφαγειον· κωθωνε[] 𐅃Ι, εις πυθμενα ουκ εχε[]· οινοχοαι []ΙΙΙ· κοτυλη ερρωγυα· καδοι ΙΙ[]Ι, τουτων εις ολος στεγων, ο δ’ ετερος πυθμενα ουκ εχει, ο τ[]ιτος ουτε αρτημα ουτε ποδε δυο, ο δε τεταρτος τον πυθμενα υπερραπται· ψυκτηρια ΙΙΙΙ, τω δυο ουτε ωτα ουτε πυθμενας εχει· καρχησιον· κυλιχνιδε δυο, η ετερα εχει στεφανον αργυρουν· φιαλιον· κατροπτω ΙΙ· δακτυλιοι ιπποδεσμοι ΔΔ․․․ΙΙ υγιεις, του[]⁷․․․․Τ․․․․․․․․ΡΟ․․․․ΤΟ[]"
IG II²,1543,3760,"[ ]
Att. — stoich. — 337/6

See also:
I.Eleusis 156",Eleusis,337,336,FALSE,TRUE,TRUE,400,400,400,"[] []λεοβο[][]ει  []οκλεους Ε[]παληττιωι, []υσιωι, οις ε[]                                                 -   []                               []τρυπημενοι·                            []υτριδια μικρα·                            []ηστηριον·                            []· σφαγειον·                            []οαι χαλκαι·                            []ον χαλκα·                            []ς· καδοι δυο·                            []α δυο κατεαγοτα·                            []κτηριον                            []παδειον·                            []λκη·                             — — —"
IG II²,1544,3761,"[ ]
Att. — stoich. 52 — 333/2

See also:
I.Eleusis 158",Eleusis,333,332,FALSE,TRUE,TRUE,400,400,400,"ταδε παρ[]δοσαν επισταται Ελευσινοθεν Αντισθενης Αντικρατους Ικαρι[]υς, Αμφιετιδης Θεοπομπου Παιονιδης, Δημοκλειδης Φιλοκλεου[]ιτεαιος, Θεοφιλος Καλλιμαχου Αχαρνευς, Λαμπριας Λαμπριου Συ[]αληττιος, Αλεξιμαχος Τεισαμενου εκ Κοιλης, Διοξενος Πλ[]νος Τρικορυσιος, οις εγραμματευεν Αγνοθεος  Α[]ωπεκηθεν, επισταταις τοις επι Νικητου αρχοντος Καλλεαι Καλλιππου Λαμπτρει, Χαιριγενει Χαιρεφωντος Μυρρινουσιωι, Πολυευχηι Ανταγορου Περιθοιδηι, Πολυμηδηι Διειτρεφους Φλυει, Τεισιαι Δεξιθεου Φλυει, Πεισιαι Αριστοκρατους Μαραθωνιωι, Ευαινετωι Ευθυδικου Αναφλυστιωι, οις εγραμματευεν Θουκριτιδης Καλλιο Θορικιος·  χρυσα· πλαστρα χρυσα, ορμου μηλα ∶Δ𐅃ΙΙ∶ ακυλοι∶ Δ𐅃Ι, σταθμον τουτων απαντων ∶𐅄ΔΔΔ𐅂𐅂ΙΙΙΙ∶ αργυριου νομισματος αρχαιου ∶ΔΔΔ𐅂𐅂ΙΙΙΙ𐅁∶ στλεγγιδιον κατεαγος επιτηκτον, ετερον επιτηκτον κατεαγος, σταθμον τουτων ∶𐅃𐅂ΙΙΙΙΙ∶ υποδερις χρυση και δακτυλιος, α Ξενοκλεα ανεθηκεν, σταθμον τουτων ∶𐅃𐅂ΙΙΙΙ𐅁∶ δακτυλιος απειρων χρυσους, σταθμον ∶ΙΙΙΙ∶ ασπιδισκη χρυση και δακτυλιος χρυσους, απυρον χρυσιον αργυριωι δεδεμενον, δακτυλιοι δυο κατεαγοτες, μηνισκοι τρεις χρυσοι, δακτυλιοι τρεις απειρονες, δακτυλιοι χρυσοι χρυσιου λευκου απειρονες δυο, ετερον  κατεα[]ος χρυσιου λευκου, ετερα απυρα χρυσια δυο, ενωιδια δυο χρυσα συντεθλασμενα, χρυσια λεπτα· σταθμον τουτων απαντων ∶ΔΙΙΙ𐅁· []ργυρα  σιγλοι και ασκοι εξαγιστοι, σταθμον τουτων ∶𐅂𐅂𐅂𐅂Ι𐅁∶ σι[]κτ[]λιος αργυρους, σταθμον ∶𐅂ΙΙΙ𐅁∶ δακτυλιος αργυ%⁸⁰[]ΙΙ𐅁∶ ανερμα του ι[]ου αργυρου, σταθμον ∶𐅂𐅂ΙΙ․․ []ον ∶Δ𐅃𐅂𐅂𐅂𐅂[]∶ σφραγιδια δυο []πιδες χ[]ον []σιον χρυ[]ι δεδεμενον π[]ι δεδεμενα· το ετερο[]αγιδες επτα λιθιναι, ον[]Ι∶ φιαλη αργυρα χρυσομφα[]τα το Εμμενιδου ψηφισμα πρ[]μον ∶ΔΙΙΙ𐅁∶ αργυριου ασημ[] ταφρου υπο των εργατων χρυ[]∶ αργυριου ασημου, σταθμον  []σμα προσπαραδοθεντα τα αφαιρ[]οττου ιεροφαντου γενομενου κ[]ανθος χαλκους, αυλος εκ του στυ[]ς η περι του σκηπτρου χρυση απυ[]ον ο αφειρεθη απο της κωδυας κα[]ον απυρωτου ∶𐅃𐅂𐅂𐅂ΙΙΙΙΙ  ․․․․․․․․․․․․․․․․․․․․․․․․․ι κοραι επησαν, απυρωτον, σταθμ[] ακανθωι, αργυρουν απυρωτον, στα[] απυρωτος, σταθμον  𐅄ΔΔΔ𐅃ΙΙΙΙΙ ․․․․․․․․․․․․․․․․․․․․․․․․πυρου απυρωτα, σταθμον ∶𐅂𐅂ΙΙΙΙΙ𐅁𐅀 ․․․․․․․․․․․․․․․․․․․․․․․․․ν του σκηπτρου, εμβολος τριηρο[]αβομεν  χρυσα· προιχοιδας  []πειους δυο στατηρας  [] η επι Πυθοδηλου αρχοντος ανεθη[]αλην αργυραν ην η βουλη η επι Κτη[]θμον ∶ΗΔ𐅃𐅂ΙΙΙ∶ ετεραν φιαλην αρ[]υς αρχοντος ανεθηκε, σταθμ ∶ΗΔΔ []αρας, σταθμον τετταρων ουσων  ․․․․․․․․․․․․․․․․․․․․․․․․ σταθμον ∶𐅂𐅂ΙΙ·                        []ον ουχ υγιες· ξιφιδιον· κωθωνες  []νος και εις ανευ ωτος και κυμβιον ․․․․․․․․․․․․․․․․․․․․․․․․ ρει· καδοι τρεις κατεαγοτες· ψυκ[]χθηρα, το δε εν υγιες· καρχησιον υ[]ερα θαλλου στεφανον εχουσα αργ[]μενον· κατροπτα δυο· φιαλη χαλκη []πημενη· υδρια Λακωνικη ∶𐅄 ποδες []ατεαγοτες ετεροι ∶ΔΔΙ∶ και Λακ[]ξ, τουτων κατεαγοτες τετταρες ∶ ․․․․․․․․․․․․․․․․․․․․․․․․ς εχοντες απερρυηκοτας· κανουν []ρια· ποτηριον· λεβητες γαμικοι δ[]κρον λεοντοβασεις εχων· κερνι — []ξ ∶ λεβητες δυο ο μεν ετερος Λακω []σιν· υποστατον απο περιραντηρι[]χουσα απερρυηκος· ποδανιπτηρος ․․․․․․․․․․․․․․․․․․․․․․․․ος εν ους ε[]ων απερρυηκος μεδιμ[] ο []τερ[]τρυπημενος· κτεις αρ[]γος· δεσμα λιθων υ — []ως· μοχλοι δυο ε — []λοι τετταρες  ․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․․ ο ετερος σφη[]ισκος — — —"
IG II²,1545,3762,"[ ]
Att. — non-stoich. — fin. s. IV a.

See also:
I.Eleusis 163",Eleusis,350,301,FALSE,TRUE,TRUE,400,400,400,                𐅂․․․               επιστ —           []υναρχ —           — ν υπερ         — ν επι τη[] []αταις Ευ —    []χουσιν             — νες []     []σταται[]     []αρχουσ[]          — ασασρε[]   ⁷Ο ΟΥ ∶ Ο ΥΡΙ[]∶ Ε⁷ΟΜ ΑΣΩΜ ΡΗΣΟ ΙΕΦΟΥ ΟΣ ∶𐅂𐅂𐅂 ΙΜΑ ․ 𐅂 ΧΟΝΠ
IG II²,1546,3763,"[ ]
Att. — stoich. — init. s. III a.

See also:
I.Eleusis 178",Eleusis,300,250,FALSE,TRUE,TRUE,300,300,300,"[]αται Ελευ[][]οιν Φιλ[]ν — — ․․․․․․․․․․․․․․․․․ Σωσιγεν[] ․․․․․․․․․․․․․․․․․ς Κτη[]ιφ[][]νημων Λ — — ․․․․․․․․․․․․․․․․․․λος Καλλ — — []ς Σφηττ[][]οις επι — — []τιαει, Σ — — ․․․․․․․․․․․․․․․․․․․ι Λυσικ — — []ροξεν — — ․․․․․․․․․․․․․․․․․․․․ Αρνιππ — — ․․․․․․․․․․․․․․․․․․․ομαχωι — — —"
IG II²,1547,3764,"[ ]
Att. — stoich. — init. s. III a.

See also:
I.Eleusis 168",Eleusis,300,250,FALSE,TRUE,TRUE,300,300,300,                              []σινοθε[] — — — — — — — — — — — Πειραι․․ — — — — — — — — — — — — Η ․․․ — — — — — — — — — — — Ο․․Τ․․․․
IG II²,1548,3765,"[ ]
Att. — stoich. — fin. s. IV a.

See also:
I.Eleusis 160",Eleusis,350,301,FALSE,TRUE,TRUE,400,400,400,ους ο — ου Ι στα[] στατηρες Δ𐅃· σι[]ελκειν· τροχια — λιθων ΔΔ𐅃Ι· του[]των ενος ημισυ — ρκα ΙΙ σκαλιδ[] ․α ΙΙ· κρεαγρα· θο — ․ ξιφιδιον κατα — []ρου παλιν[] ․․․․․Ν․․․ΛΕΙ —
IG II²,1549,3766,"[ ]
Att. — non-stoich. — fin. s. IV/in. III a.

See also:
I.Eleusis 161",Eleusis,350,250,TRUE,TRUE,TRUE,400,300,300,"        Ι —       — ΣΙ⁷ — []γος —   []υτων κα[]       — ς, μοχλο[]          πελεκει[]        — α δυο, πελοσ —     []λειδες ανα[] []ρεις, βαλαναγ[]   — ν ΙΙ, ζυγισκα κιβ[] []α[]εαγος, τροχοι 𐅃 — — α, κυκλουχοι, υπερ[]"
IG II²,1550,3767,"[ ]
Att. — stoich. — init. s. III a.

See also:
I.Eleusis 162",Eleusis,300,250,FALSE,TRUE,TRUE,300,300,300,"ικο — ενου — σιδηροι κ[]ιν· τροχια — τουτων κα[] οι  𐅃ΙΙΙ∶ ΚΛ — α δυο, πριων — αγκυρι[]ες ∶ και ∶ΙΙΙ∶ βα[]γισκα κιβωτ — περι ακατωι [][]ακυκλου, ετ[] παρεδομεν τ — ․νι[]ης εκ Κολ[] ․․․ σταθμον —"
IG II²,1551,3768,"[ ]
Att. — stoich. — init. s. III a.

See also:
I.Eleusis 164",Eleusis,300,250,FALSE,TRUE,TRUE,300,300,300,․․․․ ⁷ — []λευ[] ․νει Σωσ — ․του λιθ — ․ την μισθ[] παρεξουσ[]κλα και αμπ[][]τηματα κα — ․․ιστα την τ — ․⁷ηδεα τουτ — ․․․ θαλαμ — ․․․․ντε —
IG II²,1552,3769,"[ ]
Att. — non-stoich. — init. s. III a.

See also:
I.Eleusis 155",Eleusis,300,250,FALSE,TRUE,TRUE,300,300,300,"    ⁷⁷Κ — []ιθρα  εκα[]    ΑΡΕΡΜΑΙΤ⁷ —  𐅂𐅂 ελαιου δυ[] []υο πτελει[]  — τι Ελευσιν[]  — α παρ’ Αρμο —  []τερα 𐅂𐅂𐅂ΙΙ  Τ —  — κιον  𐅂ΙΙ  Τ —  — νια, χυτραι Ι— []θμον του[] — δες ΙΙΙΙ  ⁷ —      μοχλ[]"
